Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_Tenure,Age,Total_Spend,ClusterLabel
2n Cycle,Married,0.4264670591053316,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,1.6860671263705747,1.1897602726798722,-0.03323915690129973,0
Graduation,Married,0.8721047859751756,0,1,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,-1.5104942495809952,-0.5199962021670756,0.056409342873438816,0
Graduation,Married,-0.5116841762091842,1,1,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,-1.2437024191306323,-0.6054840259094231,-0.9695679323263467,1
Graduation,Together,0.9699480487029726,0,0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,-0.1814756867819654,-0.0070692597129912655,2.775747169373841,0
PhD,Divorced,-0.6505636104342666,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,-1.5450783757504867,-0.34902055468238086,-0.9264038398422134,1
PhD,Divorced,1.527452047534439,0,0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,0.24341500615750136,-1.2038987921058548,1.9456684677558918,0
Master,Together,0.8427081093943516,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,-0.7298811160410447,-1.1184109683635073,1.9871724028367894,0
Graduation,Married,-0.8255930118060381,1,1,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,0.02108848078219898,0.7623211539681353,-0.9280639972454493,1
Graduation,Single,-0.20250264400843565,1,1,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,-1.1794747562444339,1.4462237439069143,-0.8699584881321928,1
Graduation,Divorced,1.2550163610597207,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,-0.4433269277795438,-0.5199962021670756,2.0834615322244714,0
PhD,Married,0.04534311975880958,1,1,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,1.4291564748257808,0.5058576827410931,0.30875326816529547,0
Graduation,Together,-1.2942713770770686,1,0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,0.7522957197943045,-0.09255708345533865,-0.8682983307289569,1
PhD,Married,-0.26447401625990263,0,1,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,-0.2012380445931034,1.788175038876304,-0.7039427478086029,1
2n Cycle,Single,1.3208013562189702,0,0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,-1.7081178276923752,0.9332968014528301,1.288246136074476,0
Graduation,Married,0.14775478492822106,0,0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,-1.3375736187335379,2.1301263338456935,0.6507456932318907,0
Master,Single,0.47489212498644584,0,1,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,0.8362857404916411,0.5058576827410931,0.3618783050688442,0
Graduation,Single,-0.533453606974443,1,0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,1.5724335689565312,-0.26353273094003343,-0.5993528314047413,1
Master,Married,0.1964976527183172,1,1,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,0.5596127311357092,0.24939421151405092,0.00494446337312595,0
Master,Divorced,-1.131715700632836,1,0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,1.14260228656428,0.07841856402935612,-0.8815795899548441,1
Graduation,Married,0.5587918289576627,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,0.6633651096441836,-0.17804490719768606,1.1272108679605937,0
Master,Married,-0.5906579505911818,1,0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,-0.7842276000216741,-0.5199962021670756,-0.9579468305036954,1
Graduation,Married,-0.4543209316379544,1,2,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,0.9400381190001155,0.4203698589987457,-0.8433959696804184,1
Graduation,Divorced,0.779028551882107,0,0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,1.4439782431841341,-0.7764596733941178,0.9711560720564192,0
Graduation,Married,-0.24183063024494356,0,1,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,-0.7002375793243376,-0.5199962021670756,-0.406774572629377,1
Graduation,Together,1.050749184061616,0,0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,1.6564235896538677,-1.2038987921058548,2.5283837162916925,0
2n Cycle,Divorced,-0.12388639677404259,0,0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,1.6119582845788072,-0.17804490719768606,1.0325818959761475,0
PhD,Married,-0.580130762356157,1,1,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,1.4489188326369187,1.0187846251951775,-0.9446655712778083,1
Master,Together,-0.49535710313523995,0,0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,-0.05302036100956848,1.5317115676492619,-0.20257521203136142,1
Basic,Married,-1.002648400347569,0,0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,1.2216517178088317,1.5317115676492619,-0.28724323959639225,1
Graduation,Divorced,-0.7250087076132724,1,0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,0.5843156783996317,-0.09255708345533865,-0.9347046268583928,1
PhD,Married,0.19284293076502557,0,1,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,1.132721107658711,-0.26353273094003343,-0.18431348059576652,1
2n Cycle,Married,-0.21473801750423813,1,1,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,0.1594249854601649,-0.0070692597129912655,-0.8782592751483723,1
Master,Married,1.2280826492735062,0,0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,0.7424145408887356,-0.26353273094003343,2.8869777153906466,0
Graduation,Married,0.011695842645352823,0,0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,0.9499192979056845,-0.17804490719768606,0.31041342556853135,0
Graduation,Married,-1.449080631989868,0,0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,-0.28028747583765534,1.1042724489375249,-0.9795288767457622,1
Graduation,Single,-1.169216325892698,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,-0.10242625553741345,-0.17804490719768606,-0.9645874601166391,1
2n Cycle,Married,-0.3649391447368001,1,0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,-1.2387618296778478,-0.34902055468238086,-0.8815795899548441,1
PhD,Single,-0.36704458238380505,1,1,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,-0.7397622949466136,-0.6909718496517704,-0.9828491915522339,1
PhD,Single,-0.13183144449858963,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,-1.3622765659974603,0.5058576827410931,-0.9048217936001467,1
Master,Together,0.3097145827931127,0,1,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,-1.2931083136584773,1.2752480964222197,-0.6790403867600644,1
PhD,Together,-0.7227443690117765,1,0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,-0.5273169484768803,-0.7764596733941178,-0.9264038398422134,1
Graduation,Together,0.22144510257339495,0,1,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,0.08037555421561295,0.24939421151405092,0.32369468479441854,0
Graduation,Married,1.0460616059041332,0,0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,-1.1053659144526664,1.9591506863609989,1.8742816994167482,0
Graduation,Single,-1.7771713777750384,1,1,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,0.964741066264038,-0.7764596733941178,-0.9131225806163262,1
Master,Together,4.190870396234347,1,0,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,0.1791873432713029,-0.17804490719768606,-0.9098022658098543,0
Graduation,Together,1.6743162547226913,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,0.6337215729274767,1.360735920164567,2.813930789648267,0
2n Cycle,Married,-1.155550843806477,0,0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,-1.1004253249998819,-1.3748744395905497,-0.9463257286810441,1
Graduation,Divorced,-0.3165935293329313,1,1,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,0.6683056990969681,-0.09255708345533865,-0.4931027575976437,1
Graduation,Married,0.7702492741464825,0,0,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,1.2414140756199699,-0.8619474971364652,1.1587538586220758,0
Graduation,Together,0.3439180132472877,0,1,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,0.060613196404474955,0.24939421151405092,0.3734994068914955,0
Graduation,Together,-0.08090368858424304,1,1,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,0.48550388934394173,-0.6054840259094231,-0.34202843390317694,1
PhD,Married,1.1446596481657623,0,0,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,-1.5648407335616248,0.3348820352563983,1.4841447096563118,0
Graduation,Married,0.513743408359481,0,0,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,-0.9275046941524245,-1.1184109683635073,0.9661755998467114,0
Graduation,Together,0.3031599184203614,0,1,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,-0.05796095046235298,-0.26353273094003343,0.974476386862891,0
PhD,Married,0.5346388838750397,0,1,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,-1.011494714849761,0.7623211539681353,0.0813117039219773,0
Master,Single,0.5013491339091876,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,1.132721107658711,1.1042724489375249,1.548890848382512,0
Master,Together,-0.2817942202994152,0,1,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,-0.23088158130981037,0.3348820352563983,-0.49144260019440783,1
2n Cycle,Together,0.8965358077281578,0,1,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,-0.5866040219102941,1.1897602726798722,0.35357751805266474,0
2n Cycle,Married,0.27106192561319126,1,0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,-0.9126829257940711,-1.7168257345599391,-0.5528684241141361,1
PhD,Single,-0.9930746178394899,1,1,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,0.40151386864660527,0.5913455064834405,-0.9131225806163262,1
Graduation,Together,-0.20766692502939124,0,1,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,-0.4087428016100523,0.3348820352563983,-0.2640010359510897,1
2n Cycle,Married,-0.244015518369194,1,1,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,-1.6537713437117456,-0.34902055468238086,-0.9347046268583928,1
Graduation,Married,-0.4733493209382446,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,-0.09254507663184446,-0.26353273094003343,-0.8384154974707108,1
Graduation,Together,-0.5959414073280056,1,0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,-1.0164353043025454,-1.2893866158482021,-0.9064819510033826,1
Master,Married,1.1761220371549685,0,0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,0.39163268974103627,0.7623211539681353,1.7198870609158097,0
Master,Together,-0.2202598256727983,0,1,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,0.1693061643657339,0.9332968014528301,-0.34866906351612054,1
Graduation,Together,0.9989077476589465,0,1,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,-0.8929205679829331,0.07841856402935612,0.8532848964266703,0
Graduation,Single,-0.5745295037103513,2,0,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,1.5329088533342552,-0.6909718496517704,-0.2224971008701922,1
Basic,Married,-1.3444443534575832,1,0,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,-1.2931083136584773,-0.4345083784247282,-0.9247436824389774,1
Master,Married,0.8179990109710102,0,1,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,0.7226521830775976,0.5913455064834405,1.777992570029066,0
Graduation,Married,-1.093460295839142,0,0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,-1.3919201027141672,-1.1184109683635073,-0.9114624232130902,1
PhD,Married,-0.26749313439523054,1,0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,-0.37909926489334533,-0.5199962021670756,-0.7255247940506696,1
Master,Single,-1.8145131020804095,0,0,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,-0.7644652422105361,-1.1184109683635073,-0.3885128411937821,1
PhD,Together,0.7693753188967822,0,0,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,1,-0.6409505058909236,2.044638510103346,0.9777967016693627,0
Graduation,Married,-0.9928362664077535,1,0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,-1.1844153456972184,-0.8619474971364652,-0.8400756548739466,1
Graduation,Married,-0.1384258341099637,1,1,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1,1.0388499080558053,-0.0070692597129912655,-0.48314181317822835,1
Graduation,Married,0.7626220283309173,0,1,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,-0.3445151387238538,0.5913455064834405,1.316468811929486,0
Graduation,Single,1.533609459520963,0,0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,-0.09254507663184446,1.788175038876304,1.3563125896071477,0
Master,Married,1.4245636795015548,1,0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,1,1.6119582845788072,-0.7764596733941178,0.3934212957303263,0
Graduation,Married,-0.011463971471701829,0,1,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,-0.33957454927106934,-0.5199962021670756,-0.49144260019440783,1
Graduation,Together,0.7792669033138434,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,0.31258325849648433,-1.1184109683635073,0.8997693037172755,0
Master,Married,-0.6499280066163028,0,0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,-1.4018012816197363,-1.2038987921058548,-0.7935912475833414,1
Graduation,Widow,-0.4841545858436286,0,1,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,-0.48285164340181974,1.4462237439069143,-0.9546265156972237,1
Graduation,Single,-0.4996077036678726,1,0,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,1,1.661364179106652,-1.1184109683635073,-0.5113644890332386,1
Graduation,Together,-0.08380363100370272,0,1,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,0,-1.5944842702783317,0.5913455064834405,-0.47650118356528476,1
Master,Married,-0.3564776689101575,0,1,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0,1.14260228656428,-0.6909718496517704,-0.27562213777374095,1
Master,Married,0.4214219538002442,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,1,1.3945723486562893,1.7026872151339567,0.9479138684111166,0
Graduation,Married,-1.3231516255557971,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,0.7127710041720287,-1.8023135583022865,-0.866638173325721,1
Basic,Single,-1.1071257779253627,1,0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,0.5546721416829247,-1.1184109683635073,-0.9679077749231109,1
Graduation,Single,-0.7542862084782284,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,0.6930086463608907,-0.5199962021670756,-0.8218139234383517,1
2n Cycle,Married,-1.00701817659607,0,1,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,0.7424145408887356,0.8478089777104827,-0.9579468305036954,1
PhD,Married,-0.08288995051537981,0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,0.10013791202675093,-1.2038987921058548,-0.32708701727405387,1
Graduation,Together,0.3902773667200198,0,1,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0,-0.25558452857373287,-0.6054840259094231,0.32037436998794677,0
PhD,Divorced,1.3291833815683674,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,0.3372862057604068,0.5913455064834405,1.1720351178479629,0
PhD,Together,0.965538547215849,0,0,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,0,0.5052662471550797,1.1042724489375249,1.4542618763980657,0
Graduation,Single,0.7261145340366236,0,0,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,1,-0.5075545906657423,-2.058777029529329,1.0807264606699885,0
Graduation,Together,-1.3510387430689572,1,0,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,1.2068299494504784,-1.5458500870752443,-0.9612671453101672,1
Graduation,Married,0.6714526056917399,0,1,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,-0.991732357038623,0.3348820352563983,-0.6308958220662233,1
Graduation,Married,0.6702608485330578,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,1.2018893599976939,-1.1184109683635073,1.5737932094310505,0
Graduation,Single,0.6908385221396347,0,1,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0,0.5694939100412781,0.5913455064834405,0.42164397158533656,0
Graduation,Married,-0.5601489673289212,1,0,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,0,0.39163268974103627,-0.7764596733941178,-0.8367553400674749,1
PhD,Single,0.3941704401050478,0,0,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,0,-1.4413259972420123,1.9591506863609989,0.044788241050787526,0
Graduation,Single,1.1305174632160684,0,0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0,-0.8484552629078725,0.5058576827410931,2.176430346805682,0
Master,Single,-0.751624617490505,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,-0.4235645699684058,-0.17804490719768606,-0.7902709327768697,1
Graduation,Together,0.25096095487008724,1,1,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,1.4192752959202117,0.07841856402935612,-0.03489931430453563,0
Basic,Married,-1.3896119497716333,1,0,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,0,-0.6705940426076307,-1.9732892057869813,-0.9048217936001467,1
Graduation,Divorced,0.03167763767258865,1,1,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,0.2038902905352254,-0.4345083784247282,-0.2656611933543256,1
2n Cycle,Together,-0.001334035622904339,0,0,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,0,1.700888894728928,1.6171993913916092,0.5511362490377367,0
2n Cycle,Divorced,0.29255327970809103,0,1,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,0,-0.07278271882070647,-0.6909718496517704,0.31539389777823906,0
Master,Single,0.9103999160074925,0,1,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,1,1.5279682638814707,0.9332968014528301,0.8898083592978601,0
Graduation,Single,-0.20703132121142748,0,1,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0,-0.5915446113630787,-0.6054840259094231,-0.31878623025787434,1
Graduation,Married,-0.5667036317016725,1,0,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,0,-0.6804752215131996,-0.34902055468238086,-0.9579468305036954,1
Master,Divorced,-0.43306792897479107,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,-0.8336334945495191,0.07841856402935612,-0.6973021181956593,1
Graduation,Married,0.5970869589899795,0,1,0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,0,-1.5154348390337797,0.9332968014528301,-0.5910520443885617,1
Graduation,Single,0.20265506470484118,0,1,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,0,-1.4462665866947968,-0.5199962021670756,-0.6142942480338643,1
2n Cycle,Together,-0.06807243650909957,1,1,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,0,-0.8286929050967345,0.7623211539681353,-0.8566772289063056,1
Master,Single,-0.6533046518992353,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,0.3224644374020533,0.3348820352563983,-0.9496460434875159,1
PhD,Divorced,-0.06457661551029886,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,0,1.3797505802979357,0.7623211539681353,-0.18929395280547423,1
PhD,Married,0.15911620317432335,0,1,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,0,0.6386621623802612,-0.0070692597129912655,0.6042612859412855,0
Graduation,Single,-0.13238759783930792,0,1,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,0,1.0882558025836504,0.7623211539681353,-0.3918331560002539,1
Graduation,Single,0.15915592841294607,1,2,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,-0.8533958523606571,-0.5199962021670756,-0.3503292209193564,1
Graduation,Married,-1.2267781966570415,1,0,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,0,1,-0.2012380445931034,-1.3748744395905497,-0.8948608491807313,1
Master,Together,0.20591253427190548,0,1,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,0,0.07543496476282845,-0.17804490719768606,-0.47318086875881293,1
Master,Divorced,-0.23225684773686436,0,1,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0,-1.4759101234115037,1.1897602726798722,-0.6391966090824028,1
2n Cycle,Together,0.08363824979112637,1,1,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,0,0.03591024914055247,1.1042724489375249,-0.7139036922280183,1
Graduation,Married,-1.2450518064234997,1,0,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,1.3698694013923667,-0.34902055468238086,-0.933044469455157,1
Graduation,Married,1.5932767679323114,0,0,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,0,-0.9324452836052091,1.788175038876304,2.1448873561441997,0
2n Cycle,Together,-1.0062236718236153,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,-0.2012380445931034,-0.6054840259094231,-0.9712280897295826,1
Graduation,Together,-0.2889050380128848,1,1,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,0,1.0190875502446675,-0.9474353208788125,-0.9396850990681006,1
Graduation,Together,0.924422925241318,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,-1.4610883550531502,-0.8619474971364652,1.382875108058922,0
Master,Married,0.060557886151317186,1,1,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,0,-0.45814869613789727,-0.26353273094003343,-0.4682003965491053,1
Graduation,Together,-1.1740628050046718,1,0,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,0,-0.4186239805156213,-0.34902055468238086,-0.8500365992933621,1
PhD,Together,-0.530315313123247,1,0,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,-1.159712398433296,-0.26353273094003343,-0.9380249416648646,1
2n Cycle,Single,-0.42023667689964755,1,1,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,1.2018893599976939,-0.5199962021670756,-0.8882202195677877,1
PhD,Married,-0.8916560836356469,1,0,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0,-1.5253160179393488,-0.26353273094003343,-0.9745484045360544,1
Master,Married,0.4639279591265709,0,2,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,0,-0.09748566608462896,1.1042724489375249,0.3021126385523519,0
Graduation,Divorced,-0.4862600234906336,1,1,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,-1.5599001441088403,-0.4345083784247282,-0.9828491915522339,1
Graduation,Divorced,-1.01210300713978,1,0,65,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,0,0,-1.0460788410192525,-0.26353273094003343,-0.9098022658098543,1
Master,Divorced,0.4609882914684885,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,0.3965732791938208,0.07841856402935612,0.49967136953742386,0
PhD,Married,-0.04757421337976817,1,1,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,0,1.0487310869613744,-0.0070692597129912655,-0.31546591545140257,1
Graduation,Married,0.3300141797293304,1,1,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,1.5773741584093157,0.6768333302257878,-0.5279660630655976,1
Graduation,Married,0.5342416314888123,0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,-1.2931083136584773,-0.26353273094003343,0.2689094904876339,0
Graduation,Married,-0.5768335675504699,0,1,4,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,0,-1.4067418710725208,1.360735920164567,-0.6956419607924235,1
Graduation,Single,-0.6106794708570403,0,1,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,0,1,1.6366612318427296,1.0187846251951775,-0.4200558318552642,1
Master,Married,-0.3069005711089839,1,0,39,513,7,133,46,14,14,6,8,4,8,8,0,0,0,0,0,0,0,1.3402258646756597,-0.09255708345533865,0.19918287955172612,1
PhD,Married,-0.6073822760513533,1,1,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,0,1.6663047685594365,0.16390638777170352,-0.7653685717283312,1
Master,Together,-0.19404116818179304,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,0.44597917372166573,1.5317115676492619,-0.47816134096852064,1
Master,Married,0.5899364160378872,0,1,40,329,35,222,130,35,43,2,7,5,8,4,0,0,0,0,0,0,0,-0.7891681894744585,1.360735920164567,0.31041342556853135,0
Graduation,Married,0.19101556978837975,0,1,40,296,13,104,11,13,17,3,4,2,9,3,0,0,0,0,0,0,0,1.5082059060703328,1.6171993913916092,-0.2540400915316743,0
PhD,Divorced,-0.606985023665126,1,1,43,100,2,16,2,1,31,4,3,2,2,9,0,0,0,0,0,0,1,1.5180870849759016,1.360735920164567,-0.7554076273089158,1
PhD,Married,0.6813839153474237,0,1,17,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,0,1.4093941170146427,-0.6909718496517704,0.31539389777823906,0
Graduation,Married,1.108231604348714,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,0.25329618506307033,-0.26353273094003343,1.7979144588678968,0
Master,Married,-0.3612844227835085,1,1,84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,0,-1.1004253249998819,-0.0070692597129912655,-0.9745484045360544,1
